ResponseId_pre	Semester_pre	Q1_pre	Q8_pre	Q9_1_pre	Q9_2_pre	Q9_3_pre	Q9_4_pre	Q9_5_pre	Q9_6_pre	Q9_7_pre	Q9_8_pre	Q9_9_pre	Q9_10_pre	Q10_1_pre	Q10_2_pre	Q10_3_pre	Q10_4_pre	Q10_5_pre	Q10_6_pre	Q10_7_pre	Q10_8_pre	Q10_9_pre	Q10_10_pre	Q10_11_pre	Q10_12_pre	Q10_13_pre	Q10_14_pre	Q10_15_pre	Q10_16_pre	Q10_17_pre	Q10_18_pre	Q10_19_pre	Q10_20_pre	Q10_21_pre	Q10_22_pre	Q10_23_pre	Q10_24_pre	Q10_25_pre	Q11_1_pre	Q11_2_pre	Q11_3_pre	Q11_4_pre	Q11_5_pre	Q11_6_pre	Q11_7_pre	Q11_8_pre	Q11_9_pre	Q11_10_pre	Q11_11_pre	Q11_12_pre	Q11_13_pre	Q11_14_pre	Q11_15_pre	Q11_16_pre	Q11_17_pre	Q11_18_pre	Q11_19_pre	Q11_20_pre	Q11_21_pre	Q11_22_pre	Q19_1_pre	Q19_2_pre	Q19_3_pre	Q19_4_pre	Q19_5_pre	Q19_6_pre	Q19_7_pre	Q19_8_pre	Q19_9_pre	Q19_10_pre	Q2_pre	Q3_pre	Q4_pre	Q5_pre	Q6_pre	Q7_pre	Q8_post	Q9_1_post	Q9_2_post	Q9_3_post	Q9_4_post	Q9_5_post	Q9_6_post	Q9_7_post	Q9_8_post	Q9_9_post	Q9_10_post	Q9_11_post	Q9_12_post	Q9_13_post	Q9_14_post	Q9_15_post	Q9_16_post	Q9_17_post	Q9_18_post	Q9_19_post	Q9_20_post	Q9_21_post	Q9_22_post	Q9_23_post	Q9_24_post	Q9_25_post	Q10_1_post	Q10_2_post	Q10_3_post	Q10_4_post	Q10_5_post	Q10_6_post	Q10_7_post	Q10_8_post	Q10_9_post	Q10_10_post	Q10_11_post	Q10_12_post	Q10_13_post	Q10_14_post	Q10_15_post	Q10_16_post	Q10_17_post	Q10_18_post	Q10_19_post	Q10_20_post	Q10_21_post	Q11_1_post	Q11_2_post	Q11_3_post	Q11_4_post	Q13_1_post	Q13_2_post	Q13_3_post	Q13_4_post	Q13_5_post	Q13_6_post	Q13_7_post	Q13_8_post	Q13_9_post	Q13_10_post	Q13_11_post	Q13_12_post	Q13_13_post	Q13_14_post	Q13_15_post	Q13_16_post	Q13_17_post	Q13_18_post	Q13_19_post	Q13_20_post	Q13_21_post	Q13_22_post	Q2_post	Q3_post	Q4_post	Q5_post	Q6_post	Q7_post
R_78tRtLlRteqdowp	Spring 2022	Agree	My goal is to go to graduate school for a Ph.D. degree in a biology-related field	Not important	Moderately important	Moderately important	Very important	Very important	Very important	Very important	Very important	Not important	Not important	Much	Much	Much	Much	Much	Much	Much	Some	Much	Much	Much	Some	Much	Much	Some	Much	Little	Some	Much	Much	Some	Much	Much	Some	Little	Strongly agree	Disagree	Strongly agree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly disagree	Agree	Agree	Neutral	Disagree	Strongly agree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly disagree	Agree	Neutral	Strongly disagree	Disagree	Strongly disagree	3	3	2	2	3	2	3	3	3	3	Female	White	I am a first-year college undergraduate.	Yes	Neuroscience	Definitely yes	Not applicable/Prefer not to answer	Extensive	Much	Much	Extensive	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Much	Extensive	Much	Much	Some	Little	Little	Little	Extensive	Much	Much	Small gain	Moderate gain	Moderate gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Very large gain	Large gain	Large gain	Large gain	Large gain	Moderate gain	Strongly agree	Strongly agree	Agree	Strongly agree	Strongly agree	Agree	Strongly agree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly disagree	Disagree	Agree	Strongly disagree	Neutral	Agree	Disagree	Disagree	Strongly disagree	Strongly disagree	Agree	Agree	Strongly disagree	Agree	Strongly disagree	Female	White	I am a first-year college undergraduate.	Yes	Biology	Definitely yes
R_DPhVfCo04MtilAB	Spring 2022	Agree	My goal is to go to school for a medical degree (M.D.).	Moderately important	Moderately important	Not important	Very important	Very important	Very important	Very important	Very important	Not important	Moderately important	Much	Much	Little	Much	Some	None	Little	Little	Extensive	Extensive	Extensive	Some	Extensive	Extensive	Extensive	Much	Some	Much	Extensive	Extensive	Extensive	Much	Extensive	Extensive	Little	Agree	Agree	Disagree	Neutral	Disagree	Neutral	Disagree	Disagree	Disagree	Strongly agree	Agree	Neutral	Agree	Agree	Agree	Strongly disagree	Strongly disagree	Agree	Strongly agree	Agree	Strongly agree	Disagree	4	1	4	1	1	2	2	2	3	4	Female	Two or more races	I am a first-year college undergraduate.	No	Undeclared	Definitely yes	I now plan to pursue a medical degree	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Some	Extensive	N.A./Prefer not to answer	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	None	None	None	N.A./Prefer not to answer	N.A./Prefer not to answer	N.A./Prefer not to answer	Moderate gain	Large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Large gain	Very large gain	Moderate gain	Large gain	Small gain	Moderate gain	Moderate gain	Moderate gain	Small gain	Agree	Strongly agree	Strongly agree	Strongly agree	Agree	Agree	Agree	Agree	Disagree	Disagree	Disagree	Disagree	Agree	Agree	Neutral	Neutral	Agree	Agree	Agree	Disagree	Disagree	Agree	Strongly agree	Strongly agree	Agree	Disagree	Female	Asian American	I am a first-year college undergraduate.	No	I plan on declaring a BA in Biology	Definitely yes
R_2uL1CQmzI72j9za	Spring 2022	Agree	My goal is to go to graduate school for a Masters Degree in the life sciences	Very important	Very important	Very important	Very important	Very important	Very important	Very important	Very important	Very important	Very important	Much	Much	Much	Much	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Much	Much	Extensive	Extensive	Extensive	Extensive	Much	Some	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Much	Agree	Agree	Agree	Neutral	Neutral	Disagree	Disagree	Strongly disagree	Neutral	Strongly agree	Agree	Agree	Agree	Neutral	Disagree	Disagree	Disagree	Agree	Neutral	Agree	Agree	Strongly disagree	4	3	4	2	1	1	3	4	3	4	Female	Hispanic/Latino	I am a first-year college undergraduate.	Yes	Animal Behavior on the Pre-vet track	Definitely yes	I now plan to pursue a Master's degree in a science-related field	Much	Little	Extensive	Extensive	Much	Little	None	None	Extensive	Extensive	Much	None	Much	Much	Much	Much	Much	Much	Some	None	None	None	Extensive	Extensive	Some	Very large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Moderate gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Moderate gain	Moderate gain	No gain or very small gain	Large gain	Moderate gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Neutral	Neutral	Agree	Agree	Disagree	Strongly disagree	Strongly disagree	Strongly disagree	Neutral	Strongly agree	Agree	Neutral	Agree	Agree	Disagree	Agree	Disagree	Agree	Neutral	Agree	Strongly agree	Strongly disagree	Prefer not to answer	Hispanic/Latino	I am a first-year college undergraduate.	Yes	Animal Behavior	Definitely yes
R_3LisQ1gjpx5Mbd6	Spring 2022	Agree	My goal does not include graduate education for at least the near future.	Moderately important	Very important	Not important	Moderately important	Moderately important	Moderately important	Very important	Moderately important	Moderately important	Not important	Much	Some	Some	Some	Some	Little	Some	Much	Much	Much	Some	Little	Some	Much	Some	Some	Some	Some	Some	Some	Much	Much	Some	Little	Little	Agree	Agree	Agree	Disagree	Disagree	Disagree	Disagree	Disagree	Neutral	Agree	Neutral	Agree	Agree	Neutral	Disagree	Disagree	Disagree	Neutral	Neutral	Neutral	Agree	Strongly disagree	2	2	2	3	3	4	3	3	4	4	Male	White	I am a first-year college undergraduate.	No	Environmental science	Definitely yes	I have not considered any post-graduate education	Much	Much	Some	Much	Some	Some	Much	Much	Much	Much	Much	Much	Some	Some	Little	Some	Some	Much	Little	None	None	None	Some	Much	Little	Small gain	Large gain	Moderate gain	Moderate gain	Large gain	Large gain	Large gain	Large gain	Very large gain	Moderate gain	Large gain	Moderate gain	Moderate gain	Large gain	Small gain	Large gain	Moderate gain	Large gain	Moderate gain	Large gain	Moderate gain	Strongly agree	Agree	Strongly agree	Agree	Agree	Neutral	Agree	Disagree	Disagree	Disagree	Disagree	Disagree	Neutral	Agree	Agree	Agree	Agree	Neutral	Neutral	Disagree	Disagree	Neutral	Neutral	Disagree	Agree	Strongly disagree	Male	White	I am a first-year college undergraduate.	No	Environmental science/ biology	Definitely yes
R_12bY7o1W92BIkt6	Spring 2022	Agree	My goal is to go to school for other health professions.	Not important	Very important	Not important	Not important	Very important	Very important	Very important	Very important	Moderately important	Moderately important	Some	Some	Some	Some	Some	Some	Little	Little	Some	Some	Some	Little	Little	Little	Some	Little	Little	Little	Much	Much	Some	Some	Some	Some	Little	Strongly agree	Agree	Agree	Disagree	Disagree	Disagree	Strongly disagree	Disagree	Disagree	Strongly agree	Disagree	Neutral	Agree	Neutral	Disagree	Disagree	Disagree	Agree	Neutral	Neutral	Neutral	Strongly disagree	3	5	3	4	1	2	3	3	4	4	Female	White	I am a first-year college undergraduate.	Yes	Biology	Definitely yes	I now plan to pursue a medical degree	Much	N.A./Prefer not to answer	Much	Much	Some	Much	Some	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Some	Some	N.A./Prefer not to answer	N.A./Prefer not to answer	N.A./Prefer not to answer	Much	Some	Some	Small gain	Moderate gain	Small gain	Moderate gain	Small gain	Moderate gain	Large gain	Large gain	Moderate gain	Moderate gain	Moderate gain	Small gain	Small gain	Small gain	Small gain	Moderate gain	Small gain	Small gain	Small gain	Small gain	Moderate gain	Agree	Strongly agree	Agree	Strongly agree	Agree	Agree	Agree	Neutral	Disagree	Neutral	Strongly disagree	Agree	Agree	Strongly agree	Disagree	Neutral	Agree	Neutral	Disagree	Disagree	Disagree	Neutral	Agree	Neutral	Agree	Strongly disagree	Female	White	I am a first-year college undergraduate.	Yes	Biology, potentially Women's and Gender Studies also	Definitely yes
R_2b2gOvobgWh9YUL	Spring 2022	Agree	My goal is to go to graduate school for a Masters or a Ph.D. degree in a social science (including psychology, sociology, anthropology, economics, and political science).	Not important	Very important	Moderately important	Moderately important	Moderately important	Moderately important	Not important	Very important	Moderately important	Moderately important	Much	Some	Some	Much	Much	Extensive	Extensive	Much	Extensive	Extensive	Some	Some	Extensive	Extensive	Much	Much	Extensive	Extensive	Much	Extensive	Extensive	Extensive	Much	Extensive	Little	Strongly agree	Disagree	Agree	Neutral	Neutral	Neutral	Strongly disagree	Disagree	Agree	Strongly agree	Disagree	Neutral	Agree	Neutral	Agree	Disagree	Neutral	Strongly agree	Strongly disagree	Agree	Strongly agree	Disagree	3	3	3	2	2	2	2	3	4	4	Female	White	I am a first-year college undergraduate.	Yes	Animal Behavior	Definitely yes	I now plan to pursue a Master's degree in a science-related field	Extensive	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Much	Much	Much	Extensive	Much	Large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Large gain	Very large gain	Large gain	Very large gain	Very large gain	Very large gain	Very large gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Neutral	Strongly agree	Disagree	Strongly disagree	Disagree	Strongly disagree	Strongly disagree	Neutral	Strongly agree	Disagree	Agree	Strongly agree	Agree	Disagree	Strongly disagree	Strongly disagree	Strongly agree	Strongly agree	Agree	Agree	Disagree	Female	White	I am a first-year college undergraduate.	Yes	BA Animal Behavior Major, Environmental Studies Minor	Definitely yes
R_1Qn3bErrDAP9NR1	Spring 2022	Agree	My goal is to go to graduate school for a Masters Degree in the physical sciences (including engineering, math, and computer science).	Moderately important	Moderately important	Not important	Not important	Very important	Very important	Very important	Very important	Not important	Moderately important	Much	Much	Some	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Some	Some	Some	Some	Extensive	Extensive	Extensive	Extensive	Extensive	Little	Little	Agree	Agree	Agree	Strongly disagree	Strongly disagree	Disagree	Disagree	Disagree	Disagree	Neutral	Disagree	Disagree	Agree	Agree	Disagree	Disagree	Disagree	Neutral	Agree	Agree	Agree	Strongly disagree	2	4	2	2	4	3	4	4	2	4	Female	White	I am a first-year college undergraduate.	Yes	Environmental science and Biology	It is likely	I have not considered any post-graduate education	Much	Extensive	Some	Extensive	Extensive	Extensive	Some	Little	Extensive	Much	Much	Much	Extensive	Extensive	Some	Extensive	Much	Much	Little	None	None	None	Much	Extensive	Little	Small gain	Large gain	Large gain	Large gain	Large gain	Large gain	Moderate gain	Moderate gain	Large gain	Very large gain	Moderate gain	Very large gain	Very large gain	Very large gain	Small gain	Large gain	Large gain	Large gain	Very large gain	Very large gain	Very large gain	Agree	Agree	Agree	Strongly agree	Agree	Disagree	Strongly agree	Disagree	Disagree	Disagree	Disagree	Disagree	Neutral	Agree	Disagree	Disagree	Agree	Agree	Disagree	Disagree	Disagree	Agree	Neutral	Agree	Agree	Strongly disagree	Female	White	I am a first-year college undergraduate.	Yes	Biology and Environmental Science	It is likely
R_3KU9bEVme4HvRux	Spring 2022	Agree	My goal is to go to graduate school for a Masters Degree in the life sciences	Not important	Very important	Moderately important	Moderately important	Very important	Very important	Very important	Very important	Moderately important	Very important	Some	Much	Little	Much	Little	Little	Some	Some	Much	Much	Much	Little	Much	Much	Some	Some	Some	Little	Much	Much	Much	Much	Some	Little	None	Agree	Agree	Agree	Neutral	Disagree	Disagree	Disagree	Disagree	Neutral	Agree	Neutral	Agree	Agree	Neutral	Disagree	Disagree	Disagree	Agree	Agree	Neutral	Agree	Disagree	2	2	3	3	2	3	3	4	3	4	Female	White	I am a first-year college undergraduate.	No	I have not declared yet	It is likely	I now plan to pursue a Master's degree in a science-related field	Much	Some	Much	Much	Much	Some	Some	Some	Much	Much	Much	Some	Much	Much	Some	Much	Some	Much	Little	Little	Little	Little	Some	Some	Some	Moderate gain	Moderate gain	Large gain	Moderate gain	Small gain	Large gain	Moderate gain	Moderate gain	Large gain	Large gain	Moderate gain	Moderate gain	Large gain	Moderate gain	Small gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Agree	Agree	Agree	Agree	Agree	Neutral	Agree	Neutral	Disagree	Disagree	Disagree	Disagree	Neutral	Agree	Neutral	Neutral	Agree	Disagree	Disagree	Disagree	Disagree	Agree	Agree	Neutral	Agree	Disagree	Female	White	I am a first-year college undergraduate.	No	Not yet	Definitely yes
R_2EH7g82CkqnAJgY	Spring 2022	Agree	My goal is to go to graduate school for a Masters Degree in the life sciences	Moderately important	Very important	Not important	Moderately important	Moderately important	Very important	Very important	Very important	Moderately important	Moderately important	Much	Some	Some	Much	Some	Some	Much	Much	Much	Much	Much	Some	Some	Some	Much	Much	Much	Some	Much	Much	Much	Much	Much	Little	Little	Agree	Neutral	Strongly agree	Neutral	Neutral	Disagree	Strongly disagree	Disagree	Neutral	Strongly agree	Neutral	Disagree	Agree	Agree	Neutral	Disagree	Disagree	Agree	Disagree	Neutral	Neutral	Disagree	2	3	2	3	2	4	4	3	3	4	Female	White	I am a first-year college undergraduate.	Yes	Animal Behavior	Definitely yes	I have not considered any post-graduate education	Some	Much	Much	Some	Much	Extensive	Some	Much	Extensive	Much	Much	Much	Much	Extensive	Much	Much	Much	Much	Much	Some	Much	Some	Much	Some	Much	Large gain	Large gain	Large gain	Large gain	Large gain	Very large gain	Moderate gain	Large gain	Very large gain	Very large gain	Large gain	Large gain	Large gain	Very large gain	Moderate gain	Large gain	Moderate gain	Large gain	Moderate gain	Large gain	Large gain	Strongly agree	Strongly agree	Agree	Agree	Agree	Neutral	Strongly agree	Agree	Strongly disagree	Disagree	Strongly disagree	Strongly disagree	Neutral	Strongly agree	Agree	Disagree	Agree	Neutral	Neutral	Disagree	Strongly disagree	Strongly agree	Neutral	Disagree	Neutral	Strongly disagree	Female	White	I am a first-year college undergraduate.	Yes	Animal Behavior	Definitely yes
R_stUVcMYmvrTWcCd	Spring 2022	Agree	My goal is to go to graduate school for a Ph.D. degree in a biology-related field	Not important	Moderately important	Very important	Very important	Very important	Very important	Very important	Moderately important	Moderately important	Moderately important	Much	Some	Some	Extensive	Extensive	Extensive	Extensive	Little	Some	Some	Extensive	Some	Much	Some	Some	Some	Little	Much	Extensive	Much	Some	Much	Much	Extensive	Little	Agree	Agree	Strongly agree	Disagree	Strongly disagree	Neutral	Strongly disagree	Strongly disagree	Neutral	Strongly agree	Disagree	Disagree	Strongly agree	Neutral	Disagree	Agree	Strongly disagree	Strongly agree	Disagree	Strongly disagree	Agree	Strongly disagree	3	3	4	3	1	2	2	4	4	3	Female	White	I am a first-year college undergraduate.	Yes	Biology, possibly classics double major	Definitely yes	I now plan to pursue a Doctoral degree in a science-related field	Much	Much	Extensive	Extensive	Extensive	Extensive	Much	Little	Extensive	Extensive	Extensive	Some	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Little	None	None	None	Much	Extensive	Some	Large gain	Large gain	Very large gain	Moderate gain	Moderate gain	Very large gain	Very large gain	Large gain	Very large gain	Large gain	Large gain	Moderate gain	Moderate gain	Large gain	Moderate gain	Large gain	Moderate gain	Large gain	Small gain	Moderate gain	Moderate gain	Neutral	Strongly agree	Agree	Strongly agree	Strongly agree	Neutral	Strongly agree	Disagree	Strongly disagree	Disagree	Strongly disagree	Strongly disagree	Neutral	Strongly agree	Disagree	Disagree	Strongly agree	Strongly agree	Disagree	Neutral	Strongly disagree	Strongly agree	Disagree	Strongly disagree	Disagree	Strongly disagree	Female	White	I am a first-year college undergraduate.	Yes	Biology	Definitely yes
R_1ImFGsrjvH8bQCD	Spring 2022	Agree	My goal is to go to a type of graduate education not mentioned above, such as law school.	Moderately important	Very important	Moderately important	Very important	Very important	Very important	Very important	Very important	Moderately important	NA	Much	Extensive	Some	Extensive	Little	Little	Extensive	Some	Extensive	Extensive	Extensive	None	Much	Much	Extensive	Little	Little	Some	Extensive	Extensive	Extensive	Extensive	Extensive	Little	None	Agree	Neutral	Strongly agree	Neutral	Strongly disagree	Neutral	Strongly disagree	Strongly disagree	Agree	Strongly agree	Disagree	Disagree	Strongly agree	Neutral	Disagree	Disagree	Strongly disagree	Agree	Agree	Disagree	Neutral	Strongly disagree	3	1	5	5	1	3	1	5	4	4	Prefer not to answer	White	I am a first-year college undergraduate.	Yes	Animal Behavior	Definitely yes	Not applicable/Prefer not to answer	Much	Some	Extensive	Extensive	Extensive	Much	Little	Little	Extensive	Extensive	Much	None	Much	Much	Extensive	Some	Some	None	Little	None	None	Little	None	None	None	No gain or very small gain	Small gain	Small gain	Moderate gain	No gain or very small gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Large gain	Very large gain	Large gain	Very large gain	N.A./Prefer not to answer	N.A./Prefer not to answer	Large gain	Very large gain	Small gain	Moderate gain	Small gain	Large gain	Disagree	Agree	Disagree	Strongly agree	Agree	Agree	Agree	Strongly agree	Disagree	Agree	Strongly disagree	Strongly disagree	Strongly agree	Strongly agree	Strongly disagree	Strongly disagree	Strongly agree	Agree	Agree	Strongly disagree	Strongly disagree	Strongly agree	Disagree	Neutral	Agree	Strongly disagree	Male	White	I am a first-year college undergraduate.	Yes	Animal Behavior	Prefer not to answer
R_1eqKk5JfuKKsyuT	Spring 2022	Agree	My goal is to go to school for a medical degree (M.D.).	Very important	Very important	Very important	Very important	Moderately important	Very important	Very important	Very important	Moderately important	Moderately important	Some	Some	Some	Some	Some	Some	Much	Much	Much	Much	Some	Some	Some	Some	Some	Some	Some	Some	Much	Some	Some	Little	Much	Much	None	Agree	Agree	Agree	Agree	Disagree	Agree	Disagree	Disagree	Agree	Agree	Agree	Neutral	Neutral	Agree	Agree	Neutral	Disagree	Agree	Disagree	Agree	Disagree	Disagree	3	4	5	4	1	4	3	5	5	4	Female	White	I am a first-year college undergraduate.	Yes	Biology	Definitely yes	I now plan to pursue a medical degree	Some	Extensive	None	Much	Much	Much	Some	Some	Much	Much	Extensive	Much	Some	Some	Extensive	Some	Much	Some	Much	None	None	None	Little	None	None	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Agree	Neutral	Neutral	Strongly agree	Neutral	Neutral	Neutral	Neutral	Neutral	Neutral	Disagree	Disagree	Disagree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Neutral	Neutral	Neutral	Neutral	Neutral	Female	White	I am a first-year college undergraduate.	Yes	Biology, International Relations	It is likely
R_3JluZ7ewTMakjc5	Spring 2022	Agree	My goal is to go to graduate school for a Masters Degree in the life sciences	Very important	Very important	Very important	Moderately important	Moderately important	Moderately important	Very important	Very important	Very important	Moderately important	Some	Extensive	Some	Extensive	Extensive	Much	Some	Extensive	Extensive	Much	Much	Much	Much	Much	Some	Some	Some	Little	Much	Some	Some	Some	Much	Extensive	Little	Agree	Agree	Strongly agree	Neutral	Disagree	Neutral	Disagree	Disagree	Agree	Strongly agree	Agree	Agree	Agree	Neutral	Neutral	Disagree	Disagree	Strongly agree	Agree	Neutral	Agree	Strongly disagree	2	3	3	4	4	4	4	3	5	4	Female	White	I am a first-year college undergraduate.	Yes	Animal Behavior	Definitely yes	I now plan to pursue a Master's degree in a science-related field	Some	Some	Some	Some	Little	Some	Some	Much	Much	Much	Little	Little	Little	Little	Little	Little	Little	Extensive	Extensive	Extensive	Much	Some	Much	Extensive	Extensive	Small gain	No gain or very small gain	Small gain	Small gain	Small gain	Moderate gain	Small gain	Small gain	Small gain	Small gain	Moderate gain	Small gain	Moderate gain	Small gain	Moderate gain	Small gain	Small gain	Small gain	No gain or very small gain	Small gain	Moderate gain	Neutral	Neutral	Neutral	Neutral	Neutral	Disagree	Neutral	Neutral	Disagree	Disagree	Disagree	Disagree	Neutral	Agree	Neutral	Agree	Disagree	Disagree	Neutral	Disagree	Disagree	Agree	Agree	Agree	Agree	Disagree	Female	White	I am a first-year college undergraduate.	Yes	Bachelor of Science in Animal Behavior	Definitely yes
R_3GDF0GDaNTqJM1x	Spring 2022	Agree	My goal is to go to school for a medical degree (M.D.).	Very important	Very important	Very important	Very important	Very important	Very important	Very important	Very important	Moderately important	Moderately important	Some	Some	None	Extensive	Little	None	Much	Much	Much	Some	Some	None	Some	Some	Little	None	None	None	Extensive	Extensive	Extensive	Extensive	Extensive	None	None	Strongly agree	Strongly agree	Strongly agree	Disagree	Disagree	Disagree	Strongly disagree	Strongly disagree	Disagree	Strongly agree	Disagree	Agree	Agree	Neutral	Disagree	Strongly disagree	Disagree	Agree	Agree	Strongly disagree	Neutral	Strongly disagree	3	3	4	3	1	1	2	4	2	3	Female	White	I am a first-year college undergraduate.	Yes	Biology and Spanish majors	Definitely yes	I now plan to pursue a medical degree	Much	Much	Much	Much	Extensive	Extensive	Much	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Much	Little	Little	Little	Little	Much	None	Extensive	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Moderate gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Agree	Strongly agree	Agree	Strongly agree	Agree	Agree	Strongly agree	Strongly agree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly disagree	Neutral	Strongly agree	Disagree	Disagree	Strongly agree	Agree	Disagree	Disagree	Disagree	Strongly agree	Agree	Strongly disagree	Agree	Strongly disagree	Female	White	I am a first-year college undergraduate.	Yes	Biology and Spanish majors	Definitely yes
R_UJF2p3MjJAgDpsZ	Spring 2022	Agree	My goal is to go to school for a medical degree (M.D.).	Very important	Very important	Very important	Very important	Moderately important	Very important	Very important	Very important	Moderately important	Moderately important	Some	Some	None	Some	Some	None	Extensive	Some	Extensive	Much	Little	None	Little	Little	Little	Little	None	Much	Extensive	Extensive	Much	Extensive	Extensive	Some	None	Agree	Neutral	Agree	Neutral	Disagree	Disagree	Strongly disagree	Strongly disagree	Neutral	Strongly agree	Disagree	Neutral	Agree	Disagree	Neutral	Disagree	Neutral	Agree	Neutral	Agree	Neutral	Disagree	4	4	3	3	4	4	2	2	4	3	Female	White	I am a first-year college undergraduate.	No	Psychology	Definitely yes	Not applicable/Prefer not to answer	Some	Some	Some	Some	Some	Some	Extensive	Extensive	Extensive	Extensive	Some	Some	Some	Some	Some	Some	Some	Some	Some	Some	Some	Some	Some	Some	Some	No gain or very small gain	No gain or very small gain	No gain or very small gain	No gain or very small gain	No gain or very small gain	No gain or very small gain	No gain or very small gain	No gain or very small gain	No gain or very small gain	No gain or very small gain	No gain or very small gain	No gain or very small gain	No gain or very small gain	No gain or very small gain	No gain or very small gain	No gain or very small gain	No gain or very small gain	No gain or very small gain	No gain or very small gain	No gain or very small gain	No gain or very small gain	Agree	Agree	Agree	Agree	Neutral	Neutral	Neutral	Neutral	Disagree	Disagree	Disagree	Disagree	Disagree	Disagree	Disagree	Agree	Agree	Disagree	Strongly agree	Neutral	Neutral	Neutral	Neutral	Neutral	Neutral	Neutral	Female	White	I am a first-year college undergraduate.	Yes	Psychology	Definitely yes
R_3eqn1cRIqDP8UwI	Spring 2022	Agree	My goal is to go to school for other health professions.	Moderately important	Very important	Moderately important	Very important	Very important	Very important	Very important	Very important	Moderately important	NA	Some	Some	None	Some	Little	None	Some	Some	Much	Much	Some	Little	Some	Some	Some	Some	Some	Little	Much	Much	Much	Much	Much	Little	None	Strongly agree	Agree	Strongly agree	Disagree	Disagree	Disagree	Disagree	Strongly disagree	Neutral	Agree	Neutral	Agree	Agree	Neutral	Disagree	Disagree	Disagree	Strongly agree	Agree	Strongly disagree	Agree	Disagree	2	3	2	3	3	3	3	3	2	2	Female	White	I am a first-year college undergraduate.	Yes	Biology (specifically interested in evolution, ecology, physiology, potentially neuroscience but i don’t have a lot of experience in that field) and potentially spanish major/minor	Definitely yes	I now plan to pursue a medical degree	Much	Much	Much	Much	Much	Some	Some	Much	Much	Much	Some	Some	Much	Much	Some	Some	Some	Some	Much	Much	Much	Much	Much	Much	Some	Small gain	Moderate gain	Moderate gain	Moderate gain	Large gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Large gain	Moderate gain	Moderate gain	Moderate gain	Small gain	Small gain	Moderate gain	Moderate gain	Large gain	Small gain	Disagree	Agree	Disagree	Neutral	Agree	Agree	Strongly agree	Disagree	Disagree	Agree	Strongly disagree	Strongly disagree	Disagree	Strongly agree	Disagree	Agree	Agree	Agree	Disagree	Neutral	Disagree	Agree	Agree	Disagree	Agree	Disagree	Female	White	I am a first-year college undergraduate.	Yes	Biology	Definitely yes
