ResponseId_pre	Semester	Q1_pre	Q8_pre	Q9_1_pre	Q9_2_pre	Q9_3_pre	Q9_4_pre	Q9_5_pre	Q9_6_pre	Q9_7_pre	Q9_8_pre	Q9_9_pre	Q9_10_pre	Q10_1_pre	Q10_2_pre	Q10_3_pre	Q10_4_pre	Q10_5_pre	Q10_6_pre	Q10_7_pre	Q10_8_pre	Q10_9_pre	Q10_10_pre	Q10_11_pre	Q10_12_pre	Q10_13_pre	Q10_14_pre	Q10_15_pre	Q10_16_pre	Q10_17_pre	Q10_18_pre	Q10_19_pre	Q10_20_pre	Q10_21_pre	Q10_22_pre	Q10_23_pre	Q10_24_pre	Q10_25_pre	Q11_1_pre	Q11_2_pre	Q11_3_pre	Q11_4_pre	Q11_5_pre	Q11_6_pre	Q11_7_pre	Q11_8_pre	Q11_9_pre	Q11_10_pre	Q11_11_pre	Q11_12_pre	Q11_13_pre	Q11_14_pre	Q11_15_pre	Q11_16_pre	Q11_17_pre	Q11_18_pre	Q11_19_pre	Q11_20_pre	Q11_21_pre	Q11_22_pre	Q19_1_pre	Q19_2_pre	Q19_3_pre	Q19_4_pre	Q19_5_pre	Q19_6_pre	Q19_7_pre	Q19_8_pre	Q19_9_pre	Q19_10_pre	Q2_pre	Q3_pre	Q4_pre	Q5_pre	Q6_pre	Q7_pre	Q8_post	Q9_1_post	Q9_2_post	Q9_3_post	Q9_4_post	Q9_5_post	Q9_6_post	Q9_7_post	Q9_8_post	Q9_9_post	Q9_10_post	Q9_11_post	Q9_12_post	Q9_13_post	Q9_14_post	Q9_15_post	Q9_16_post	Q9_17_post	Q9_18_post	Q9_19_post	Q9_20_post	Q9_21_post	Q9_22_post	Q9_23_post	Q9_24_post	Q9_25_post	Q10_1_post	Q10_2_post	Q10_3_post	Q10_4_post	Q10_5_post	Q10_6_post	Q10_7_post	Q10_8_post	Q10_9_post	Q10_10_post	Q10_11_post	Q10_12_post	Q10_13_post	Q10_14_post	Q10_15_post	Q10_16_post	Q10_17_post	Q10_18_post	Q10_19_post	Q10_20_post	Q10_21_post	Q11_1_post	Q11_2_post	Q11_3_post	Q11_4_post	Q13_1_post	Q13_2_post	Q13_3_post	Q13_4_post	Q13_5_post	Q13_6_post	Q13_7_post	Q13_8_post	Q13_9_post	Q13_10_post	Q13_11_post	Q13_12_post	Q13_13_post	Q13_14_post	Q13_15_post	Q13_16_post	Q13_17_post	Q13_18_post	Q13_19_post	Q13_20_post	Q13_21_post	Q13_22_post	Q2_post	Q3_post	Q4_post	Q5_post	Q6_post	Q7_post
R_1KflBEh9eFG66Vq	Spring 2023	Agree	My goal is to go to school for an M.D./Ph.D.	Moderately important	Very important	Moderately important	Moderately important	Very important	Very important	Very important	Very important	Moderately important	Very important	Much	Some	Little	Much	Some	Some	Some	None	Little	Some	Some	Some	Little	Little	Some	Some	Some	Some	Extensive	Extensive	Much	Much	Much	None	None	Agree	Strongly agree	Agree	Neutral	Disagree	Disagree	Disagree	Disagree	Agree	Strongly agree	Neutral	Agree	Strongly agree	Agree	Disagree	Agree	Disagree	Agree	Agree	Disagree	Agree	Neutral	2	2	5	6	2	5	1	2	5	6	Female	Two or more races	I am a first-year college undergraduate.	Yes	Biology B.S.	Definitely yes	My goal is to go to school for an M.D./Ph.D.	Much	Some	Little	Some	Much	Much	Much	Some	Much	Much	Much	Much	Much	Much	Much	Extensive	Much	Extensive	Much	Extensive	Much	Much	Much	Much	Some	Moderate gain	Moderate gain	Large gain	Large gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Small gain	Moderate gain	Moderate gain	Small gain	Small gain	Moderate gain	Moderate gain	Large gain	Moderate gain	Moderate gain	Moderate gain	Small gain	Small gain	Agree	Strongly agree	Agree	Agree	Agree	Neutral	Agree	Neutral	Disagree	Disagree	Disagree	Disagree	Disagree	Strongly agree	Neutral	Agree	Strongly agree	Disagree	Disagree	Agree	Strongly disagree	Agree	Neutral	Disagree	Agree	Disagree	Female	Two or more races	I am a first-year college undergraduate.	Yes	Biology	Definitely yes
R_2v7czlphX9lapHf	Spring 2023	Agree	My goal is to go to graduate school for a Masters or a Ph.D. degree in a social science (including psychology, sociology, anthropology, economics, and political science).	Very important	Very important	Very important	Moderately important	Very important	Very important	Very important	Very important	Moderately important	Moderately important	Some	Some	Some	Much	Much	Some	Much	Much	Some	Extensive	Extensive	Extensive	Much	Much	Extensive	Much	Extensive	Extensive	Extensive	Extensive	Some	Some	Extensive	Much	Some	Strongly agree	Agree	Strongly agree	Agree	Disagree	Neutral	Strongly disagree	Strongly disagree	Neutral	Strongly agree	Disagree	Agree	Agree	Neutral	Neutral	Disagree	Strongly disagree	Agree	Disagree	Neutral	Agree	Strongly disagree	5	2	3	1	4	1	3	2	3	3	Female	White	I am a first-year college undergraduate.	No	Looking towards bio/psych	It is likely	My goal is to go to graduate school for a Masters or a Ph.D. degree in a social science (including psychology, sociology, anthropology, economics, and political science).	N.A./Prefer not to answer	N.A./Prefer not to answer	Much	Much	Much	Much	Some	Some	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Much	Little	N.A./Prefer not to answer	N.A./Prefer not to answer	Much	Extensive	Much	Moderate gain	Large gain	Large gain	Large gain	Large gain	Moderate gain	Large gain	Large gain	Large gain	Large gain	Very large gain	Large gain	Large gain	Very large gain	Large gain	Moderate gain	Moderate gain	Moderate gain	Small gain	Moderate gain	Large gain	Neutral	Agree	Agree	Agree	Strongly agree	Agree	Strongly agree	Disagree	Disagree	Disagree	Strongly disagree	Strongly disagree	Disagree	Agree	Neutral	Agree	Strongly agree	Disagree	Neutral	Disagree	Strongly disagree	Agree	Neutral	Strongly disagree	Agree	Disagree	Female	White	I am a first-year college undergraduate.	No	Undeclared	Definitely yes
R_2xy4Gxn3sHRRba1	Spring 2023	Agree	My goal is to go to graduate school for a Ph.D. degree in a biology-related field	Very important	Very important	Very important	Very important	Moderately important	Very important	Moderately important	Moderately important	Very important	Very important	Much	Some	Little	Some	Some	Much	Extensive	Much	Much	Much	Some	Some	Some	Some	Some	Some	Much	Little	Extensive	Much	Much	Extensive	Much	Some	Little	Agree	Agree	Neutral	Agree	Neutral	Neutral	Disagree	Strongly disagree	Neutral	Agree	Strongly agree	Neutral	Agree	Neutral	Neutral	Neutral	Strongly disagree	Neutral	Neutral	Agree	Agree	Strongly disagree	3	3	3	4	4	4	4	3	5	3	Male	White	I am a first-year college undergraduate.	Yes	Bachelor of Sciences Animal Behavior	Definitely yes	My goal is to go to graduate school for a Ph.D. degree in a biology-related field	Some	Much	Extensive	Some	Much	Extensive	Extensive	Some	Much	Much	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Much	Some	Some	Much	Much	Some	Some	Much	Moderate gain	Large gain	Large gain	Moderate gain	Large gain	Large gain	Large gain	Large gain	Large gain	Very large gain	Large gain	Large gain	Very large gain	Large gain	Large gain	Very large gain	Large gain	Large gain	Moderate gain	Large gain	Moderate gain	Agree	Strongly agree	Agree	Strongly agree	Agree	Neutral	Agree	Agree	Disagree	Neutral	Strongly disagree	Strongly disagree	Neutral	Agree	Neutral	Agree	Agree	Neutral	Disagree	Disagree	Strongly disagree	Agree	Agree	Neutral	Agree	Strongly disagree	Male	White	I am a first-year college undergraduate.	Yes	Animal Behavior	Definitely yes
R_10wmPXFkRFVUPgv	Spring 2023	Agree	My goal is to go to graduate school for a Ph.D. degree in a biology-related field	NA	Moderately important	Moderately important	Very important	Very important	Moderately important	Very important	Very important	Not important	Moderately important	Extensive	Much	Little	Much	None	None	N.A./Prefer not to answer	Some	N.A./Prefer not to answer	N.A./Prefer not to answer	Some	Little	Extensive	Extensive	Some	Little	Some	Some	Much	Much	Extensive	Extensive	Extensive	Little	None	Strongly agree	Agree	Strongly agree	Neutral	Disagree	Disagree	Strongly disagree	Strongly disagree	Agree	Strongly agree	Strongly disagree	Agree	Agree	Strongly disagree	Strongly disagree	Strongly disagree	Disagree	Strongly agree	Disagree	Strongly agree	Agree	Disagree	2	6	6	5	2	2	4	6	1	5	Female	White	I am a first-year college undergraduate.	Yes	Animal Behavior	It is likely	My goal is to go to graduate school for a Masters or a Ph.D. degree in a social science (including psychology, sociology, anthropology, economics, and political science).	Some	Much	Extensive	Much	Extensive	Extensive	Some	Some	Much	Extensive	Much	Extensive	Much	Extensive	Extensive	Extensive	Extensive	Some	Much	Some	Some	Some	Much	Much	Much	Moderate gain	Large gain	Large gain	Large gain	Very large gain	Moderate gain	Very large gain	Very large gain	Very large gain	Very large gain	Moderate gain	Moderate gain	Large gain	Moderate gain	Very large gain	Very large gain	Small gain	Large gain	Small gain	Moderate gain	Moderate gain	Strongly agree	Strongly agree	Agree	Strongly agree	Strongly agree	Neutral	Strongly agree	Disagree	Strongly disagree	Neutral	Strongly disagree	Strongly disagree	Agree	Strongly agree	Strongly disagree	Agree	Agree	Strongly disagree	Strongly disagree	Disagree	Neutral	Agree	Neutral	Disagree	Agree	Disagree	Female	White	I am a first-year college undergraduate.	Yes	Animal Behavior	I am not sure
R_z9krV2Rtl9fIK2t	Spring 2023	Agree	My goal is to go to graduate school for a Masters Degree in the life sciences	Not important	Very important	Not important	Not important	Very important	Moderately important	Moderately important	Very important	Moderately important	Moderately important	Some	Little	Little	Much	Little	Little	Much	Some	Much	Much	Much	Some	Some	Some	Little	Some	Much	Some	Extensive	Extensive	Extensive	Extensive	Extensive	Much	None	Strongly agree	Neutral	Strongly agree	Disagree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly disagree	Neutral	Strongly agree	Disagree	Neutral	Strongly agree	Neutral	Disagree	Strongly disagree	Disagree	Agree	Neutral	Disagree	Agree	Strongly disagree	4	2	4	3	2	3	3	4	5	5	Female	White	I am a first-year college undergraduate.	No	Probably Biology and Studio Art	Definitely yes	My goal does not include graduate education for at least the near future.	Much	Much	Some	Much	Extensive	Extensive	Much	Some	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Much	Some	Much	Some	Much	Extensive	Much	Small gain	Moderate gain	Very large gain	Small gain	Large gain	Very large gain	Moderate gain	Very large gain	Very large gain	Very large gain	Large gain	Very large gain	Very large gain	Large gain	Moderate gain	Large gain	Moderate gain	Moderate gain	Moderate gain	Large gain	Small gain	Strongly agree	Strongly agree	Agree	Strongly agree	Strongly agree	Neutral	Agree	Disagree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly disagree	Disagree	Agree	Disagree	Agree	Agree	Neutral	Disagree	Neutral	Strongly disagree	Agree	Neutral	Strongly disagree	Agree	Strongly disagree	Female	White	I am a first-year college undergraduate.	No	Biology and Studio Art	Definitely yes
R_26m96FABqUBzNLr	Spring 2023	Agree	My goal is to go to school for a medical degree (M.D.).	Moderately important	Moderately important	Very important	Very important	Very important	Moderately important	Very important	Very important	Moderately important	Very important	Some	Some	Little	Little	Little	Little	Some	Little	Some	Some	Much	Some	Much	Much	Some	Some	Some	Little	Much	Some	Much	Much	Some	Much	Little	Agree	Agree	Agree	Neutral	Neutral	Neutral	Disagree	Disagree	Disagree	Agree	Disagree	Neutral	Agree	Neutral	Disagree	Disagree	Disagree	Agree	Disagree	Neutral	Agree	Neutral	2	3	4	4	2	3	4	3	3	4	Male	White	I am a first-year college undergraduate.	Yes	Biology	Definitely yes	My goal is to go to school for a medical degree (M.D.).	Much	Much	None	Much	Much	Much	Some	Little	Much	Much	Much	Much	Much	Much	Much	Much	Some	Much	Little	Little	None	None	Little	Much	Much	Moderate gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Agree	Agree	Agree	Neutral	Neutral	Disagree	Disagree	Neutral	Agree	Neutral	Agree	Agree	Neutral	Disagree	Neutral	Neutral	Agree	Agree	Disagree	Agree	Neutral	Male	White	I am a first-year college undergraduate.	Yes	Biology	Definitely yes
R_BGu2AZVwEOpOXsd	Spring 2023	Agree	My goal is to go to graduate school for a Masters or a Ph.D. degree in a social science (including psychology, sociology, anthropology, economics, and political science).	Very important	Very important	Very important	Very important	Very important	Very important	Very important	Very important	Moderately important	Very important	Some	Much	Extensive	Some	Much	Much	Some	Some	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Neutral	Disagree	Agree	Disagree	Disagree	Neutral	Disagree	Disagree	Neutral	Agree	Agree	Agree	Neutral	Strongly disagree	Agree	Strongly disagree	Strongly disagree	Strongly agree	Agree	Neutral	Agree	Agree	3	3	2	4	5	4	5	2	3	4	Female	Prefer not to answer	I am a first-year college undergraduate.	Yes	Animal behavior	Prefer not to answer	My goal is to go to graduate school for a Ph.D. degree in a biology-related field	Extensive	Some	Little	Some	Much	Extensive	Much	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Moderate gain	Moderate gain	Large gain	Large gain	Large gain	Large gain	Large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Neutral	Neutral	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Neutral	Female	Prefer not to answer	I am a first-year college undergraduate.	Yes	Animal Behavior	Prefer not to answer
R_1FPxixwVP247DRF	Spring 2023	Agree	My goal is to go to graduate school for a Masters Degree in the life sciences	NA	Very important	Very important	Very important	Very important	Moderately important	Moderately important	Very important	Very important	Very important	Some	Much	Little	Much	Little	None	Much	Little	Extensive	Much	Some	None	Extensive	Some	Little	Some	None	Some	Some	Some	Much	Much	Some	Extensive	None	Agree	Neutral	Neutral	Neutral	Disagree	Neutral	Disagree	Disagree	Neutral	Agree	Disagree	Agree	Neutral	Neutral	Neutral	Disagree	Disagree	Strongly agree	Neutral	Disagree	Agree	Strongly disagree	4	3	4	2	2	3	4	4	5	4	Female	White	I am a first-year college undergraduate.	Yes	Biology	Definitely yes	My goal is to go to graduate school for a Masters Degree in the life sciences	Much	Extensive	N.A./Prefer not to answer	Extensive	Extensive	Extensive	Some	Some	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Much	Much	Extensive	Extensive	Some	N.A./Prefer not to answer	N.A./Prefer not to answer	N.A./Prefer not to answer	Much	Some	N.A./Prefer not to answer	Moderate gain	Large gain	Very large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Very large gain	Large gain	Large gain	Large gain	Moderate gain	Large gain	Very large gain	Large gain	Large gain	Large gain	Moderate gain	Very large gain	Large gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Agree	Agree	Disagree	Disagree	Neutral	Strongly disagree	Strongly disagree	Neutral	Agree	Disagree	Neutral	Agree	Neutral	Neutral	Disagree	Disagree	Agree	Neutral	Strongly disagree	Disagree	Strongly disagree	Female	White	I am a first-year college undergraduate.	Yes	Biology	It is likely
R_3rscaGFDCzNAzux	Spring 2023	Agree	My goal is to go to school for a medical degree (M.D.).	Not important	Very important	Very important	Very important	Very important	Very important	Very important	Very important	Moderately important	Very important	Extensive	Much	Some	Extensive	Extensive	Much	Much	Extensive	Extensive	Extensive	Much	Some	Much	Much	Much	Much	Much	Some	Extensive	Extensive	Extensive	Some	Much	Much	Some	Agree	Neutral	Strongly agree	Agree	Neutral	Disagree	Disagree	Disagree	Disagree	Strongly agree	Agree	Agree	Strongly agree	Agree	Neutral	Neutral	Disagree	Strongly agree	Agree	Agree	Neutral	Strongly disagree	3	3	2	4	3	3	3	4	4	4	Female	White	I am a first-year college undergraduate.	Yes	Biology	Definitely yes	My goal is to go to school for an M.D./Ph.D.	Extensive	Extensive	Much	Extensive	Extensive	Much	Much	Extensive	Extensive	Extensive	Extensive	Much	Much	Much	Much	Much	Much	Much	Little	Little	Little	Little	Much	Much	Some	Moderate gain	Large gain	Large gain	Large gain	Large gain	Large gain	Moderate gain	Moderate gain	Large gain	Moderate gain	Moderate gain	Moderate gain	Large gain	Large gain	Moderate gain	Large gain	Large gain	Large gain	Large gain	Large gain	Moderate gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Neutral	Agree	Disagree	Disagree	Strongly disagree	Strongly disagree	Strongly disagree	Disagree	Strongly agree	Disagree	Strongly disagree	Strongly agree	Neutral	Disagree	Disagree	Strongly disagree	Agree	Neutral	Agree	Neutral	Strongly disagree	Female	White	I am a first-year college undergraduate.	Yes	Biology	Definitely yes
R_3MmyNmIcrgDSzPI	Spring 2023	Agree	My goal is to go to graduate school for a Ph.D. degree in the physical sciences (including engineering, math, and computer science).	Very important	Very important	Very important	Very important	Very important	Very important	Very important	Very important	Very important	Very important	Much	Some	Little	Much	Much	Much	Some	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Neutral	Disagree	Agree	Agree	Disagree	Disagree	Strongly disagree	Disagree	Disagree	Strongly agree	Strongly agree	Neutral	Agree	Neutral	Disagree	Neutral	Neutral	Agree	Agree	Neutral	Agree	Disagree	3	1	4	1	2	2	3	5	1	4	Female	White	I am a first-year college undergraduate.	Yes	Biology concentration with intended psychology major	Definitely yes	My goal is to go to graduate school for a Ph.D. degree in a biology-related field	Much	Some	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Much	Little	None	None	None	Extensive	Extensive	Extensive	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Agree	Agree	Agree	Agree	Agree	Disagree	Agree	Agree	Neutral	Strongly disagree	Strongly disagree	Disagree	Neutral	Neutral	Neutral	Neutral	Strongly agree	Disagree	Neutral	Neutral	Neutral	Neutral	Neutral	Neutral	Strongly agree	Strongly disagree	Female	White	I am a first-year college undergraduate.	No	Biology	Definitely yes
R_R8GpNO7Bxer96Nz	Spring 2023	Agree	My goal is to go to school for an M.D./Ph.D.	Very important	Very important	Very important	Very important	Very important	Very important	Very important	Very important	Not important	Very important	Little	Some	Much	Some	Some	Extensive	Extensive	Some	Much	Much	Some	Much	Some	Much	Some	Some	Much	Much	None	None	Little	Some	Some	Little	Extensive	Agree	Neutral	Agree	Agree	Strongly disagree	Disagree	Disagree	Strongly disagree	Agree	Strongly agree	Disagree	Agree	Strongly agree	Disagree	Disagree	Disagree	Disagree	Strongly agree	Disagree	Agree	Agree	Strongly disagree	4	2	5	5	3	5	3	6	5	4	Female	White	I am a first-year college undergraduate.	Yes	Biology	Definitely yes	My goal is to go to school for a medical degree (M.D.).	N.A./Prefer not to answer	N.A./Prefer not to answer	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	N.A./Prefer not to answer	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	N.A./Prefer not to answer	N.A./Prefer not to answer	N.A./Prefer not to answer	Extensive	Extensive	Extensive	N.A./Prefer not to answer	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Neutral	Strongly agree	Agree	Strongly disagree	Disagree	Disagree	Disagree	Agree	Strongly agree	Disagree	Disagree	Strongly agree	Disagree	Disagree	Neutral	Strongly disagree	Strongly agree	Neutral	Strongly agree	Agree	Strongly disagree	Female	White	I am a first-year college undergraduate.	Yes	Biology	Definitely yes
R_1LMN9ydaNmM0ZlW	Spring 2023	Agree	My goal is to go to graduate school for a Ph.D. degree in a biology-related field	Moderately important	Very important	Very important	Very important	Very important	Very important	Very important	Very important	Moderately important	Moderately important	Some	Some	Little	Much	Much	Little	Much	Much	Much	Much	Little	Little	Some	Some	Little	Some	Little	Little	Much	Much	Much	Much	Much	Little	Little	Agree	Strongly agree	Agree	Neutral	Disagree	Neutral	Strongly disagree	Strongly disagree	Disagree	Strongly agree	Strongly agree	Disagree	Agree	Neutral	Agree	Agree	Disagree	Strongly agree	Agree	Agree	Strongly agree	Strongly disagree	3	2	4	5	4	5	4	5	5	5	Male	White	I am a first-year college undergraduate.	Yes	Biology	Definitely yes	My goal is to go to school for an M.D./Ph.D.	Extensive	Extensive	Extensive	Much	Extensive	Much	Much	Extensive	Extensive	Extensive	Much	Much	Extensive	Extensive	Much	Much	Extensive	Much	Much	Some	Much	Some	Much	Extensive	Much	Large gain	Large gain	Very large gain	Very large gain	Very large gain	Large gain	Large gain	Very large gain	Very large gain	Large gain	Large gain	Large gain	Very large gain	Very large gain	Large gain	Very large gain	Large gain	Large gain	Large gain	Very large gain	Moderate gain	Agree	Strongly agree	Agree	Strongly agree	Agree	Agree	Strongly agree	Neutral	Disagree	Disagree	Strongly disagree	Strongly disagree	Agree	Strongly agree	Neutral	Agree	Agree	Agree	Strongly agree	Disagree	Disagree	Strongly agree	Agree	Disagree	Agree	Strongly disagree	Male	White	I am a first-year college undergraduate.	Yes	General Biology, concentration in ecology	Definitely yes
R_1ISDxInr6yHoNTv	Spring 2023	Agree	My goal is to go to graduate school for a Masters Degree in the life sciences	Very important	Very important	Very important	Very important	Moderately important	Very important	Very important	Very important	Very important	Very important	Little	Little	Little	Little	Little	Little	Some	Little	Some	Some	Some	Some	Little	Little	Little	Little	Some	Some	Some	Some	Some	Some	Some	Some	None	Agree	Neutral	Agree	Disagree	Disagree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly disagree	Agree	Neutral	Neutral	Agree	Agree	Neutral	Neutral	Disagree	Agree	Neutral	Agree	Neutral	Disagree	2	3	3	3	5	3	4	3	4	3	Female	White	I am a first-year college undergraduate.	Yes	Animal Behavior	Definitely yes	My goal is to go to graduate school for a Ph.D. degree in a biology-related field	Extensive	Much	Much	Much	Extensive	Much	Some	Some	Extensive	Much	Extensive	Much	Much	Some	Some	Some	Much	Some	Little	Little	Little	Little	Much	Much	Much	Very large gain	Very large gain	Large gain	Large gain	Large gain	Very large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Moderate gain	Large gain	Large gain	Moderate gain	Large gain	Large gain	Moderate gain	Large gain	Large gain	Large gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Neutral	Disagree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly disagree	Neutral	Disagree	Agree	Agree	Strongly disagree	Disagree	Disagree	Strongly disagree	Neutral	Neutral	Agree	Agree	Strongly disagree	Female	White	I am a first-year college undergraduate.	Yes	Animal Behavior	Definitely yes
R_3ME8caSCi0A0ISe	Spring 2023	Agree	My goal is to go to school for other health professions.	Not important	Moderately important	Very important	Very important	Very important	Moderately important	Very important	Very important	Not important	Very important	Much	Much	Some	Much	Much	Some	Some	Little	Much	Some	Some	Some	Much	Much	None	Much	Little	Some	Much	Some	Some	Little	Some	Much	Little	Agree	Agree	Agree	Neutral	Disagree	Neutral	Disagree	Disagree	Neutral	Agree	Agree	Neutral	Neutral	Neutral	Neutral	Disagree	Disagree	Agree	Disagree	Neutral	Agree	Disagree	5	2	5	4	3	3	3	4	4	4	Female	White	I am a first-year college undergraduate.	No	N/A	Definitely yes	My goal is to go to school for a medical degree (M.D.).	Extensive	Much	Some	Extensive	Extensive	Extensive	Much	Some	Extensive	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Much	Little	Little	None	Much	Extensive	Much	Large gain	Moderate gain	Large gain	Large gain	Small gain	Moderate gain	Large gain	Large gain	Large gain	Large gain	Large gain	Moderate gain	Large gain	Large gain	Large gain	Large gain	Large gain	Moderate gain	Large gain	Large gain	Small gain	Strongly agree	Agree	Strongly agree	Strongly agree	Agree	Neutral	Agree	Neutral	Disagree	Disagree	Disagree	Disagree	Disagree	Agree	Neutral	Neutral	Agree	Disagree	Disagree	Disagree	Disagree	Agree	Disagree	Agree	Agree	Strongly disagree	Female	White	I am a first-year college undergraduate.	No	I am going to declare Biology	Definitely yes
R_cZl9vDbik2XxGPn	Spring 2023	Agree	My goal is to go to school for a medical degree (M.D.).	Moderately important	Moderately important	Moderately important	Moderately important	Very important	Very important	Very important	Very important	Not important	Not important	Little	Much	None	Much	Little	Little	Extensive	Extensive	Extensive	Some	Much	None	Much	Much	None	None	None	Little	Extensive	Extensive	Extensive	Extensive	Extensive	None	None	Agree	Neutral	Agree	Neutral	Disagree	Disagree	Disagree	Disagree	Disagree	Agree	Disagree	Disagree	Agree	Disagree	Disagree	Disagree	Disagree	Agree	Disagree	Disagree	Agree	Disagree	3	5	3	1	3	1	5	3	1	6	Female	Hispanic/Latino	I am a first-year college undergraduate.	Yes	Biology	It is likely	My goal is to go to graduate school for a Ph.D. degree in a biology-related field	Some	None	Extensive	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	None	None	None	Extensive	Extensive	Extensive	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Moderate gain	Large gain	Very large gain	Large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Large gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Disagree	Disagree	Disagree	Strongly disagree	Strongly disagree	Agree	Strongly agree	Neutral	Neutral	Agree	Neutral	Disagree	Disagree	Disagree	Agree	Disagree	Disagree	Disagree	Disagree	Female	Hispanic/Latino	I am a first-year college undergraduate.	Yes	Biology and creative writing	It is likely
